stem,split,clip_name,start,end,text,emotion,score
5804000190285263030,train,clip_00078.mp4,276.124,281.044,"Let's put our hands on our chests, and take a big breath in and out.",neutral,0.724123
5416031928933739195,train,clip_00344.mp4,1261.612,1264.052,It's an honour to get to row a boat like this.,joy,0.948026
5686571059927561651,train,clip_00211.mp4,596.011,597.868,We've won this time.,joy,0.871208
5254951328811059808,train,clip_00142.mp4,1208.586,1215.106,"The second phase, when Lady Jane Franklin really got going, was Franklin - The Brave Hero.",neutral,0.93389
5475494462689873540,train,clip_00436.mp4,1313.424,1317.134,I'll miss youse a lot and I'm never going to forget Africa or youse.,sadness,0.942898
5524739270012625076,train,clip_00275.mp4,1645.035,1649.485,Our life was completely changed from that moment onwards.,sadness,0.487443
5167018315046215545,train,clip_00226.mp4,968.021,969.225,Lovely to see you.,joy,0.793436
5217838945072849727,train,clip_00447.mp4,1243.643,1246.52,"One, two, three, up!",joy,0.418931
5365514094101449797,train,clip_00307.mp4,1039.166,1039.888,I've lost her.,sadness,0.939961
5656469352136813499,train,clip_00420.mp4,2443.727,2447.057,My mum definitely gave me the feeling that nothing is impossible.,joy,0.708414
5213374327398864506,train,clip_00019.mp4,81.774,82.294,But I do!,anger,0.775423
5605773705679460261,train,clip_00028.mp4,134.55,135.428,He's funny.,joy,0.67224
5582275510073090348,train,clip_00629.mp4,3032.431,3034.591,I thank God.,joy,0.986342
5369597319509758843,train,clip_00452.mp4,1843.101,1845.861,I was going to give it to you but I'm in the groove now!,joy,0.846067
5482770566752826045,train,clip_00803.mp4,3084.646,3087.93,I wish I hadn't.,sadness,0.599333
5217815752249451326,train,clip_00230.mp4,877.939,879.296,"I love you, baby!",joy,0.99052
5577818622510026141,train,clip_00068.mp4,431.839,434.879,I love flying in these little planes.,joy,0.975313
5448688713599077115,train,clip_00636.mp4,2562.079,2566.529,And there was a big discussion about the condoms because they're getting pretty old now.,neutral,0.707882
5504133734116336199,train,clip_00134.mp4,382.997,383.81,I love you!,joy,0.990141
5270924740851409904,train,clip_00527.mp4,2458.454,2465.368,Wealthy people from townhouses and country estates all over England would gather here for the winter season which started in October.,neutral,0.956759
5229349027929407743,train,clip_00213.mp4,1032.024,1037.259,"I thought it was a really great programme, lots of balance, mixture, tone of stories.",joy,0.981964
5468695099930362251,train,clip_00719.mp4,2355.474,2356.904,Come on!,anger,0.460291
5092765202446045704,train,clip_00912.mp4,2511.231,2512.235,No!,anger,0.641326
5173306147167565041,train,clip_00294.mp4,2169.063,2171.981,"This is the plant, actually.",neutral,0.987765
5585022571188833576,train,clip_00185.mp4,501.532,503.298,I do really like Scotland.,joy,0.537323
5224144816887051284,train,clip_00084.mp4,547.883,549.943,They look just like it!,joy,0.906089
5691410629076695137,train,clip_00272.mp4,752.184,759.544,"But like all good things, Helen's degenerative heart condition had to come to an end.",sadness,0.930463
5371106141520845480,train,clip_00189.mp4,652.989,656.879,"You are very light on your feet, Miss Miller!",joy,0.917935
5689182829540259926,train,clip_00077.mp4,281.649,287.139,Because I am SUCKER for all those boring cultural bits on Jools Holland!,anger,0.550993
5639002579125188926,train,clip_00245.mp4,1567.264,1572.044,"It's not just far beyond this shore, it's far beyond this world.",neutral,0.947527
5290985244600842835,train,clip_00216.mp4,761.597,767.351,'Instead he wants to help me picture our finished pond by taking me to see a spectacular water feature.',anger,0.619507
5590383978831214824,train,clip_00397.mp4,1726.093,1728.433,And onto your peg...,neutral,0.986294
5667246284075937719,train,clip_00596.mp4,2412.008,2413.761,I can only slow them down.,neutral,0.976427
5188869820158064317,train,clip_00431.mp4,3352.445,3356.921,It must be incredibly difficult to garden in this climate.,sadness,0.570228
5702111540082426621,train,clip_00290.mp4,1140.892,1142.487,"Exactly, it's a bird's-eye view.",neutral,0.990157
5496339656964283515,train,clip_00170.mp4,526.484,528.544,But this isn't a bad day.,sadness,0.571667
5700681315985111979,train,clip_00263.mp4,718.83,723.19,You pretended you'd been sexually assaulted just so you'd get off walkies!,anger,0.473398
5428307374974687947,train,clip_00136.mp4,397.279,398.971,That's incredible.,joy,0.836024
5655323884346731868,train,clip_00304.mp4,1430.462,1431.632,Congratulations.,joy,0.821321
5475494462689873540,train,clip_00222.mp4,761.894,766.774,Still to come - Rudi and Frankie assess the Safari 8's performance.,neutral,0.985711
5215207848107318452,train,clip_00109.mp4,458.255,458.584,Whee!,joy,0.672049
5540715259863557164,train,clip_00325.mp4,2629.627,2637.927,"And yet, as we became a nation of landlovers, seabirds became even more remote from our daily lives.",neutral,0.921105
5101325932090649776,train,clip_00554.mp4,3416.179,3421.939,I think it's been quite a clever thing for the people that it hasn't affected.,joy,0.844098
5404131433549976015,train,clip_00108.mp4,396.318,397.66,Feel how soft that is.,neutral,0.621639
5085344787448740525,train,clip_00632.mp4,2466.763,2468.279,"Oh, shut up!",anger,0.971243
5353626483619572865,train,clip_00639.mp4,2680.895,2683.055,That's what happens if you try and cheat!,anger,0.888235
5626183390270055099,train,clip_00124.mp4,632.057,634.817,"Hey, give me my arm back, that's not fair!",anger,0.979717
5092765202446045704,train,clip_00636.mp4,1800.034,1801.83,His heart's failing.,sadness,0.899755
5590023201578350783,train,clip_00614.mp4,3193.903,3199.903,They were determined to take revenge for all that Covenanting armies which have been beaten up here beforehand.,anger,0.611927
5709914636665810595,train,clip_00538.mp4,2692.608,2698.748,It's just been incredible joining my barley and meeting the family on the barge and finding out what goes on.,joy,0.988317
5475494462689873540,train,clip_00246.mp4,830.714,835.244,"Then, um, it's got a... square horn, there.",neutral,0.989571
5642352653616071207,train,clip_00613.mp4,2897.437,2902.057,It's fascinating seeing some of the science and technology that's going into plant breeding.,joy,0.732766
5354024627918124342,train,clip_00174.mp4,1229.687,1236.767,"Because we always said when it is allowed to dump the Brent Spar, then all the oil platforms will follow.",neutral,0.967142
5695812111549373490,train,clip_00102.mp4,416.053,422.053,"There is something elemental about the smell of garlic, onions, butter and oil, isn't there?",neutral,0.491442
5678029658453757894,train,clip_00211.mp4,1193.921,1195.651,Get that to melt a little bit.,neutral,0.983164
5452373794708848320,train,clip_00623.mp4,2345.441,2347.156,What a fantastic view!,joy,0.984684
5354024627918124342,train,clip_00252.mp4,1697.747,1701.637,They sent a team to occupy the tiny outcrop of Rockall.,neutral,0.964069
5207824800155698336,train,clip_00143.mp4,1392.92,1399.44,They are the people responsible because they partitioned this country against the overwhelming wishes of the Irish people.,anger,0.423128
5146258161124252727,train,clip_00090.mp4,405.942,408.379,It's Narnia!,joy,0.439472
5698079854293924634,train,clip_00409.mp4,1322.294,1324.137,He's not killing me at all!,anger,0.955502
5085344787448740525,train,clip_00327.mp4,1360.478,1368.71,Apart from once when I wanted to cash in my Premium Bonds and he had the hump cos I'd spent loads of money on drugs and I looked dreadful.,sadness,0.628812
5353278591268596822,train,clip_00574.mp4,2936.512,2937.082,Fantastic.,joy,0.500145
5636801838712945981,train,clip_00261.mp4,1596.442,1598.982,Crusader has plunged to destruction.,sadness,0.661981
5495597486615534647,train,clip_00413.mp4,1258.308,1260.878,But I can't bear it.,sadness,0.552593
5257545059561115390,train,clip_00226.mp4,2228.585,2234.775,"And for that of course, you know, they were really punished badly, they were shot.",sadness,0.879534
5641971260520186373,train,clip_00264.mp4,1059.815,1063.135,"That was actually a pleasant night's sleep, I'm pleased to report.",joy,0.958335
5178918810429953003,train,clip_00526.mp4,2529.571,2537.121,"Without the immigrants, they say farming here just wouldn't be able to meet the demand of the supermarkets.",sadness,0.645808
5108723153434317714,train,clip_00141.mp4,753.513,754.664,I'm loving it now.,joy,0.926564
5213374327398864506,train,clip_00120.mp4,664.084,665.869,"For a diagram, well...",neutral,0.986616
5320239125847392047,train,clip_00499.mp4,2364.487,2368.244,"And it's not working very well, is it?",sadness,0.926244
5371839293268474130,train,clip_00300.mp4,1766.806,1769.196,What on earth were genes?,neutral,0.918616
5590383978831214824,train,clip_00154.mp4,797.837,799.477,And it just frustrates me.,sadness,0.954698
5636779933549507799,train,clip_00450.mp4,2527.683,2536.783,"Many of the people buried here by their grieving loved ones were adorned with magnificent pieces of jewellery, but the whole community is here.",joy,0.595888
5103182645622502287,train,clip_00389.mp4,1706.503,1708.823,And Phoebe celebrates a big day.,joy,0.952909
5667580003022578977,train,clip_00094.mp4,510.902,516.252,"And pleasant when she comes in, and the weather we get here!",joy,0.962981
5390007004100335865,train,clip_00019.mp4,128.818,131.588,It was very sorry for itself and...,sadness,0.944947
5210043579430603944,train,clip_00210.mp4,875.987,879.024,"This is really exciting for me, actually, cos I've never seen anybody make it.",joy,0.965905
5582275510073090348,train,clip_00411.mp4,1791.506,1797.506,If I was living in Guatemala City I just don't think I'd want to live here any more.,sadness,0.515176
5404131433549976015,train,clip_00466.mp4,1460.042,1461.456,"No, I can run in them!",anger,0.572541
5698087585235057338,train,clip_00168.mp4,375.866,377.633,I'm seeing someone tonight.,joy,0.805633
5251992954507363500,train,clip_00162.mp4,848.548,854.582,They're about to find out if all John's tinkering with the new net will bring them their first decent haul.,neutral,0.97364
5703222218625177004,train,clip_00399.mp4,1716.11,1717.358,We love you.,joy,0.976322
5185195046139603512,train,clip_00270.mp4,838.841,842.161,This is the first one I've been into which is a bit dark.,neutral,0.988316
5087953980081062580,train,clip_00381.mp4,1498.95,1503.583,And he just doesn't seem to be able to grasp certain things.,sadness,0.636684
5370707998052506245,train,clip_00022.mp4,117.802,121.032,But we can't do much about that.,neutral,0.9652
5639372375809374564,train,clip_00275.mp4,1242.28,1247.716,"We feed the swans and the geese, and other types of birds at the wildfowl Martin Mere.",neutral,0.905868
5236774596891661234,train,clip_00485.mp4,1464.725,1465.491,That's great.,joy,0.955015
5695812111549373490,train,clip_00211.mp4,980.802,981.829,"Oh, yes!",joy,0.765176
5113588492387230304,train,clip_00195.mp4,871.755,875.831,The two calves can't find their mothers and without them they'll starve.,sadness,0.743975
5698079854293924634,train,clip_00295.mp4,894.746,898.994,"No, I've heard of a Bramblewick Cottage, Flat 14E, 229 Westferry Road!",neutral,0.934213
5550735848061855448,train,clip_00605.mp4,3007.214,3009.514,I like these buildings very much.,joy,0.944488
5573534392665491242,train,clip_00255.mp4,729.69,732.46,We're back in time.,neutral,0.988235
5195573835440606812,train,clip_00000.mp4,2.255,6.145,A unique window onto life at the height of the Middle Ages.,neutral,0.96707
5108723153434317714,train,clip_00167.mp4,865.475,868.712,Capsizing here is not going to be fun.,neutral,0.55188
5475374633069107138,train,clip_00734.mp4,3192.214,3196.764,It will be another three months at least before she's caring for a new family.,sadness,0.828866
5363827460477536035,train,clip_00613.mp4,1688.301,1689.425,Shut up!,anger,0.987075
5231554923132635211,train,clip_00393.mp4,1287.628,1287.935,Yeah!,joy,0.924558
5353626483619572865,train,clip_00643.mp4,2689.195,2691.065,"He's there, he's there, he's there!",joy,0.746603
5231554923132635211,train,clip_00243.mp4,834.884,836.748,"Actually, that's what she fancied.",neutral,0.982636
5493001178885102515,train,clip_00202.mp4,495.553,498.693,A really bad social mistake.,sadness,0.717774
5699519097822557396,train,clip_00011.mp4,34.478,35.237,"Aw, brilliant!",joy,0.953624
5561644205203243109,train,clip_00158.mp4,656.514,657.927,"Unfortunately, yes.",sadness,0.694625
5231562654073768001,train,clip_00497.mp4,1961.001,1965.033,You really are a gutless bit of Yankee BLEEP!,anger,0.935129
5215223309989584049,train,clip_00174.mp4,938.505,940.105,I love that.,joy,0.895417
5530273334543293625,train,clip_00038.mp4,270.969,274.909,And now you've got these lovely views all across to Haworth.,joy,0.667832
5667246284075937719,train,clip_00001.mp4,22.596,24.498,"The day before, he died.",sadness,0.959905
5099091689273058848,train,clip_00112.mp4,866.444,872.116,"As we enter Punjab, I switch to more luxurious transport to make a personal visit.",neutral,0.966588
5496710742138657951,train,clip_00320.mp4,1035.739,1036.676,Or she dies.,sadness,0.898854
5220442983744416655,train,clip_00429.mp4,973.111,973.638,Yes.,neutral,0.956742
5693977302350730773,train,clip_00219.mp4,1686.721,1691.831,My father died at 62 from congestion of the lungs which was caused through smoking.,sadness,0.945698
5592613066857811000,train,clip_00079.mp4,407.204,408.524,It is absolutely divine.,joy,0.965371
5495784318489908999,train,clip_00583.mp4,2871.5,2878.53,"What a rest cure those wide horizons, how ennobling to the mind the gracious expanses of rural beauty.",joy,0.60938
5591887646881516523,train,clip_00432.mp4,1369.5,1373.53,Do you know what it's like to see him there with his...girlfriend?,joy,0.282171
5132160790798818890,train,clip_00038.mp4,256.498,259.828,And it's such a... it's such a...so unfair.,sadness,0.925883
5408597340544357103,train,clip_00603.mp4,2596.008,2599.428,"..The Thames is just over there, Government just over there.",neutral,0.972405
5636786376830680426,train,clip_00355.mp4,1896.39,1901.88,"Clarity meant Cook's marriage, not his career, was over.",sadness,0.728477
5537369050013022027,train,clip_00983.mp4,3508.165,3510.154,It was like cooking for friends.,joy,0.710596
5087953980081062580,train,clip_00598.mp4,2422.726,2424.246,Aye-aye!,joy,0.946896
5200034588474236194,train,clip_00054.mp4,374.515,376.501,If I look up I can see the sky!,joy,0.752508
5473499879844400665,train,clip_00277.mp4,1387.032,1394.532,"We're pretty confident that it's absolutely untrue, at least for the devices that we'll be employing in Orkney waters here.",neutral,0.962564
5173344801873229045,train,clip_00029.mp4,230.81,239.757,"She was a sweet little ele, but so obviously still very grief stricken at the trauma of losing her family, and that little elephant was called Lualeni.",sadness,0.804387
5268356779905130326,train,clip_00155.mp4,468.013,469.649,Sorry.,sadness,0.785187
5363827460477536035,train,clip_00471.mp4,1223.061,1226.441,This can't get any more disastrous!,joy,0.686402
5621351552062054508,train,clip_00389.mp4,1181.232,1181.633,Isn't!,anger,0.603772
5188869820158064317,train,clip_00039.mp4,315.649,319.045,I find William Kent a fascinating character.,joy,0.729436
5239339980853369215,train,clip_00134.mp4,821.955,825.792,They all the time talking about security.,neutral,0.965618
5676133000895841221,train,clip_00177.mp4,1001.622,1009.912,"The price of wheat has gone up so much in the last couple of years, I think it's nearly doubled, and that's brought the overall cost of feed up.",joy,0.672638
5269830812681118195,train,clip_00777.mp4,2094.114,2095.7,The wine is very nice.,joy,0.566142
5243059852858647295,train,clip_00034.mp4,347.56,352.52,"Galaxies, he noted, were hurtling away from each other at alarming speeds.",neutral,0.935724
5589284896700168307,train,clip_00218.mp4,607.272,609.203,"I'm really sorry, Mr Rush.",sadness,0.964402
5250119489772876558,train,clip_00546.mp4,2768.78,2770.66,That's just got to hurt.,sadness,0.903203
5108723153434317714,train,clip_00234.mp4,1056.312,1057.591,"Sorry, but I am.",sadness,0.804821
5410862506308523363,train,clip_00400.mp4,1363.591,1365.791,I still feel a bit like the new girl.,joy,0.684589
5146258161124252727,train,clip_00680.mp4,3032.297,3033.814,It's incredibly rich.,joy,0.902611
5163321636694545430,train,clip_00244.mp4,1630.148,1633.388,'I'm gaining no spiritual insights here.',sadness,0.294191
5176667818070118410,train,clip_00203.mp4,906.508,907.775,That's a small one.,neutral,0.960935
5428998005703615382,train,clip_00551.mp4,2854.243,2855.366,Come on.,neutral,0.987787
5537369050013022027,train,clip_00662.mp4,2378.662,2379.788,I'm so sorry.,sadness,0.981852
5212294571790439134,train,clip_00286.mp4,718.218,719.184,Loving your work!,joy,0.98381
5652389992186831984,train,clip_00424.mp4,1968.439,1968.746,By!,joy,0.491014
5430904971195308962,train,clip_00597.mp4,1653.164,1656.494,"Haw-hee, haw-hee, haw!",joy,0.922515
5231562654073768001,train,clip_00503.mp4,1977.024,1981.461,That is about as good as I've ever seen anyone do the second to last turn.,neutral,0.538732
5573542123606624043,train,clip_00243.mp4,631.421,632.544,You are rejects.,neutral,0.986261
5229349027929407743,train,clip_00668.mp4,3200.31,3201.142,Not at all!,anger,0.323855
5701759782260880904,train,clip_00471.mp4,2335.448,2355.978,"And it just out-competes our native vegetation, so we can't get anything else to grow there, and because it's got shallow roots, when it dies back in the winter, you end up with nothing else growing on the bank and you get bare banks, which then get erosion, soil erosion and bank collapse as well, so it's a problem for wildlife and also just for the structure of our rivers.",neutral,0.742759
5643813801490172414,train,clip_00466.mp4,1661.227,1666.577,"..A rib of herb-encrusted lamb, and the liver, straight from the pan.",neutral,0.575685
5585022571188833576,train,clip_00140.mp4,385.728,394.918,"There'll be seal-spotting aboard a high-speed boat, an exhilarating high rope course and you'll even meet some local farm animals.",joy,0.772813
5640377398189877979,train,clip_00200.mp4,1046.982,1053.222,"'And with that, it disappeared off into the night, 'probably to scare some other TV crew.",neutral,0.84743
5270924740851409904,train,clip_00628.mp4,2895.334,2897.548,It's actually great fun when it works.,joy,0.956496
5387450639578025747,train,clip_00287.mp4,1100.725,1101.844,I've nothing left.,neutral,0.494217
5695433295433870198,train,clip_00014.mp4,86.876,92.366,"'..The glorious colours of autumn, in places you might not expect...'",joy,0.739716
5634183625819074081,train,clip_00002.mp4,58.24,64.71,Next I'll travel north to Coton Manor to discover the story of the gardens and some of its more exotic inhabitants.,neutral,0.970129
5452373794708848320,train,clip_00677.mp4,2544.211,2547.351,And it wasn't only perfect for military training.,neutral,0.975213
5178534840353690647,train,clip_00220.mp4,558.817,563.612,..With convenient access to the Oxford ring road and the A40 for London.,neutral,0.984147
5465132424591572854,train,clip_00576.mp4,1576.192,1577.306,"Morning, guys!",joy,0.524712
5387450639578025747,train,clip_00515.mp4,2065.595,2066.959,I don't mind being eliminated.,joy,0.730435
5265004128438065902,train,clip_00218.mp4,723.548,723.935,Yeah.,neutral,0.975491
5696562012839259885,train,clip_00271.mp4,1303.79,1304.881,Only connect!,anger,0.658189
5264651082122140218,train,clip_00672.mp4,2090.243,2091.134,Three soup.,neutral,0.963433
5394108268371290578,train,clip_00291.mp4,1081.893,1082.998,Hot!,joy,0.910056
5470299270248631389,train,clip_00253.mp4,958.085,958.842,I can feel it!,joy,0.972827
5452373794708848320,train,clip_00124.mp4,534.936,541.356,"Hayden whips up the pixies into a frenzy, urging them to take revenge on those noisy bell-ringers.",anger,0.501976
5634183625819074081,train,clip_00032.mp4,235.744,238.396,It's great that you are keeping these skills alive.,joy,0.931713
5667621234720878718,train,clip_00587.mp4,2788.522,2795.512,"So if anyone comes at you and says, ""Your clues were too explicit,"" you can say, ""Clearly they weren't cos 99% of people got it wrong""?",neutral,0.821184
5229349027929407743,train,clip_00182.mp4,952.871,953.751,Was anyone sick?,neutral,0.801931
5392979550965897709,train,clip_00321.mp4,1166.901,1176.231,"Joe Miller was the truest, best, most decent human being I ever met, and I can't stand it that he is dead, and I will not stand by and have his name taken in vain.",sadness,0.953704
5205569941495115427,train,clip_00139.mp4,396.238,398.476,A wooden one or plastic one?,neutral,0.674313
5652389992186831984,train,clip_00461.mp4,2027.153,2030.763,The tone of voice is good!,joy,0.976028
5229349027929407743,train,clip_00565.mp4,2876.378,2878.775,"It was a terrific challenge, but a nice one.",joy,0.816743
5160359397750491537,train,clip_00398.mp4,1661.63,1664.377,I'm sorry you can't see it.,sadness,0.782479
5689158348214435120,train,clip_00735.mp4,2569.95,2571.903,"Don't look at your mother, look at me!",anger,0.652272
5582290971955355949,train,clip_00497.mp4,3193.484,3194.686,Choose carefully.,neutral,0.95777
5371106141520845480,train,clip_00369.mp4,1234.649,1237.509,Now that you think me worthy of being your bloody wife.,anger,0.95262
5645540379181770478,train,clip_00016.mp4,138.22,142.72,They like their fruit to be ripe - all juicy and sweet.,joy,0.804671
5643487813472404032,train,clip_00284.mp4,1188.281,1192.121,I'm going to leave the skin on because it's quite nice.,joy,0.511151
5460161429409933197,train,clip_00331.mp4,1725.661,1737.431,"You could see the lights burning down to the west of the ship, sitting in the bay, with the tugs bustling about to get lines aboard the vessel.",neutral,0.943483
5673535404675217927,train,clip_00568.mp4,2752.085,2756.155,"Where there was once peace and quiet, now there was an almighty roar.",neutral,0.777815
5635554579413198686,train,clip_00149.mp4,794.253,795.748,They're so close.,neutral,0.608868
5340449094491945604,train,clip_00318.mp4,1179.453,1179.961,Please!,anger,0.59061
5092765202446045704,train,clip_00150.mp4,466.536,470.812,"Checking up, snooping around, take your pick.",neutral,0.896448
5448688713599077115,train,clip_00138.mp4,744.351,745.688,I want to be with my friends.,sadness,0.449208
5589284896700168307,train,clip_00543.mp4,1803.642,1807.427,They came to my flat and broke a window.,anger,0.404271
5554648992773615363,train,clip_00127.mp4,476.766,480.135,"Fingers there, foot there, and up you go!",joy,0.623604
5509136941486231818,train,clip_00218.mp4,1045.239,1052.65,"When I first got involved with clematis at the age of 16, people found them difficult and many young plants died in gardens.",sadness,0.481524
5463130111635148238,train,clip_00424.mp4,2711.054,2713.964,"Oh, yeah, I still feel enormously proud.",joy,0.94894
5702690073015784606,train,clip_00110.mp4,371.052,373.289,They're peekaboo-ing!,joy,0.954692
5703222218625177004,train,clip_00383.mp4,1651.489,1667.388,"Delia began her television career on the BBC in 1973, but it was her spectacularly successful Cookery Course series which ran between 1978 and 1981, that would really secure her position as the nation's favourite cook.",joy,0.682849
5546675814658998003,train,clip_00736.mp4,2458.219,2459.901,"The third round, Charlie won.",joy,0.666996
5285060766712738791,train,clip_00327.mp4,1092.59,1093.808,A few handfuls of that.,neutral,0.98515
5294328876640779519,train,clip_00201.mp4,999.559,1001.756,I feel very lucky.,joy,0.975775
5215231040930716860,train,clip_00005.mp4,31.423,37.217,I'm giving two teams a suitcase filled with items worth the same amount of money.,neutral,0.829188
5550885312126761706,train,clip_00238.mp4,1048.492,1062.562,"'As you can imagine, it's hot... 'and jolly sandy, but don't let a bit of sand put you off 'because the desert can be a stunningly beautiful place.",joy,0.922152
5585218421664310543,train,clip_00214.mp4,1074.707,1087.177,It's unfortunate because apart from having to cut our budget for rural transport we have also had to find a shortfall of £5 million for the concessionary fares.,sadness,0.565379
5545682388744386611,train,clip_00283.mp4,1217.446,1219.331,Please stop!,anger,0.922773
5482770566752826045,train,clip_00256.mp4,1117.013,1122.303,"No, I'm not going to compromise you more than I have to, OK?",anger,0.603764
5208166249225520488,train,clip_00255.mp4,1002.274,1006.151,Two people had been in the water for 20 minutes as their kayak sank.,sadness,0.319234
5428307374974687947,train,clip_00114.mp4,325.312,326.169,NEEDLES!,anger,0.971197
5694316174440176706,train,clip_00108.mp4,571.569,575.419,"After a hard day working on the estate, I feel I could fit right in here.",joy,0.656748
5085344787448740525,train,clip_00223.mp4,860.694,862.356,You are not being fair at all.,anger,0.635013
5294328876640779519,train,clip_00332.mp4,1522.245,1523.233,"Oh, didn't he?",joy,0.407581
5173709444596630576,train,clip_00111.mp4,496.958,498.177,But there you go.,neutral,0.982693
5452373794708848320,train,clip_00370.mp4,1351.143,1354.473,"You've done a great job on the outside there, haven't you?",joy,0.891754
5465132424591572854,train,clip_00365.mp4,1018.194,1020.494,I've been really enjoying the beaver tracking.,joy,0.941037
5215246502812982439,train,clip_00281.mp4,769.182,771.7,This is a lovely facility to have.,joy,0.907239
5691728886141064661,train,clip_00330.mp4,1564.868,1568.848,He will be dismissed and someone else found.,neutral,0.903056
5212610251886695418,train,clip_00389.mp4,1808.752,1810.032,I'm sacked again.,sadness,0.875224
5295436978203147799,train,clip_00356.mp4,1294.377,1296.55,"That's gorgeous, absolutely beautiful.",joy,0.987605
5408254602166392010,train,clip_01052.mp4,3377.341,3378.728,"Congratulations, brother.",joy,0.801569
