sample_id,gold_label,telme_pred,emotrans_pred,eanwh_pred,telme_correct,emotrans_correct,eanwh_correct,sd_id,dialogue_idx,utterance_idx,frame_dir,txt_file,prev_speaker,prev_emotion_jp,prev_emotion_anjs,prev_text,curr_speaker,curr_emotion_jp,curr_text
SD02-12-03J,J,J,J,N,1,1,0,SD02,12,3,/raid_zoe/home/lr/wangyi/sign/eJSL_dial/frame/SD02-12-03J,/raid_elmo/home/lr/wangyi/PTR/STUDIES-Japanese/Short_dialogue/SD02/txt/SD02-Dialogue-12.txt,講師,喜び,J,素振りの成果があったね。,男子生徒,喜び,もっと素振りの練習をして、レギュラーを目指すよ！
SD02-13-01J,J,J,J,N,1,1,0,SD02,13,1,/raid_zoe/home/lr/wangyi/sign/eJSL_dial/frame/SD02-13-01J,/raid_elmo/home/lr/wangyi/PTR/STUDIES-Japanese/Short_dialogue/SD02/txt/SD02-Dialogue-13.txt,,,,,男子生徒,喜び,この前の大会で優勝しましたよ！めっちゃ頑張ったから、余裕で1位を取ることが出来ました！
SD02-13-03J,J,J,J,N,1,1,0,SD02,13,3,/raid_zoe/home/lr/wangyi/sign/eJSL_dial/frame/SD02-13-03J,/raid_elmo/home/lr/wangyi/PTR/STUDIES-Japanese/Short_dialogue/SD02/txt/SD02-Dialogue-13.txt,講師,喜び,J,すごいよね！私も結果がどうなるか気になっていたから、優勝したと知ったときは嬉しかったよ。,男子生徒,喜び,ありがとうございます！これからもっともっと練習して、次の大会でも優勝できるように、頑張ります！
SD02-14-01J,J,J,J,N,1,1,0,SD02,14,1,/raid_zoe/home/lr/wangyi/sign/eJSL_dial/frame/SD02-14-01J,/raid_elmo/home/lr/wangyi/PTR/STUDIES-Japanese/Short_dialogue/SD02/txt/SD02-Dialogue-14.txt,,,,,男子生徒,喜び,先生、前に話していた試合、勝ったんよ！
SD02-14-03J,J,J,J,N,1,1,0,SD02,14,3,/raid_zoe/home/lr/wangyi/sign/eJSL_dial/frame/SD02-14-03J,/raid_elmo/home/lr/wangyi/PTR/STUDIES-Japanese/Short_dialogue/SD02/txt/SD02-Dialogue-14.txt,講師,喜び,J,そうなの？おめでとう！キャプテンとして頑張っていたもんね！相手も強豪なのにすごいね！,男子生徒,喜び,僅差だったけど、もう最後は気力で粘ったわ。まじで嬉しい！
SD02-15-01J,J,J,J,N,1,1,0,SD02,15,1,/raid_zoe/home/lr/wangyi/sign/eJSL_dial/frame/SD02-15-01J,/raid_elmo/home/lr/wangyi/PTR/STUDIES-Japanese/Short_dialogue/SD02/txt/SD02-Dialogue-15.txt,,,,,男子生徒,喜び,先生、昨日の試合、僕たちのチーム勝ちました！それも逆転で！
SD02-15-03J,J,J,N,N,1,0,0,SD02,15,3,/raid_zoe/home/lr/wangyi/sign/eJSL_dial/frame/SD02-15-03J,/raid_elmo/home/lr/wangyi/PTR/STUDIES-Japanese/Short_dialogue/SD02/txt/SD02-Dialogue-15.txt,講師,喜び,J,逆転？それじゃあ、すごくいい試合だったんだね！私も見たかったなぁ！,男子生徒,喜び,そうなんです。すごい接戦で、自分もプレッシャー、ハンパなかったけど！
SD02-16-01J,J,J,J,N,1,1,0,SD02,16,1,/raid_zoe/home/lr/wangyi/sign/eJSL_dial/frame/SD02-16-01J,/raid_elmo/home/lr/wangyi/PTR/STUDIES-Japanese/Short_dialogue/SD02/txt/SD02-Dialogue-16.txt,,,,,男子生徒,喜び,俺、先週の大会で、ホームラン打ったんだぜ！
SD02-16-03J,J,J,J,N,1,1,0,SD02,16,3,/raid_zoe/home/lr/wangyi/sign/eJSL_dial/frame/SD02-16-03J,/raid_elmo/home/lr/wangyi/PTR/STUDIES-Japanese/Short_dialogue/SD02/txt/SD02-Dialogue-16.txt,講師,喜び,J,凄いね！球場でフェンスを越えたってこと？,男子生徒,喜び,そうそう！高校生活初のホームラン！
SD02-17-01J,J,J,J,N,1,1,0,SD02,17,1,/raid_zoe/home/lr/wangyi/sign/eJSL_dial/frame/SD02-17-01J,/raid_elmo/home/lr/wangyi/PTR/STUDIES-Japanese/Short_dialogue/SD02/txt/SD02-Dialogue-17.txt,,,,,男子生徒,喜び,先生！全国大会決まったよ！
SD02-17-03J,J,J,N,N,1,0,0,SD02,17,3,/raid_zoe/home/lr/wangyi/sign/eJSL_dial/frame/SD02-17-03J,/raid_elmo/home/lr/wangyi/PTR/STUDIES-Japanese/Short_dialogue/SD02/txt/SD02-Dialogue-17.txt,講師,喜び,J,ほんとに？良かった！,男子生徒,喜び,勉強疎かになりそうだったら、厳しくいってくださいね！
SD02-18-01J,J,J,J,N,1,1,0,SD02,18,1,/raid_zoe/home/lr/wangyi/sign/eJSL_dial/frame/SD02-18-01J,/raid_elmo/home/lr/wangyi/PTR/STUDIES-Japanese/Short_dialogue/SD02/txt/SD02-Dialogue-18.txt,,,,,男子生徒,喜び,試合で、盗塁が成功したよ！
SD02-18-03J,J,J,N,N,1,0,0,SD02,18,3,/raid_zoe/home/lr/wangyi/sign/eJSL_dial/frame/SD02-18-03J,/raid_elmo/home/lr/wangyi/PTR/STUDIES-Japanese/Short_dialogue/SD02/txt/SD02-Dialogue-18.txt,講師,喜び,J,すごいじゃない。,男子生徒,喜び,いっぱい、盗塁の練習したんだよ。
SD02-19-01J,J,J,J,N,1,1,0,SD02,19,1,/raid_zoe/home/lr/wangyi/sign/eJSL_dial/frame/SD02-19-01J,/raid_elmo/home/lr/wangyi/PTR/STUDIES-Japanese/Short_dialogue/SD02/txt/SD02-Dialogue-19.txt,,,,,男子生徒,喜び,この前、俺、大会で優勝したんだよ！
SD02-20-01J,J,J,J,N,1,1,0,SD02,20,1,/raid_zoe/home/lr/wangyi/sign/eJSL_dial/frame/SD02-20-01J,/raid_elmo/home/lr/wangyi/PTR/STUDIES-Japanese/Short_dialogue/SD02/txt/SD02-Dialogue-20.txt,,,,,男子生徒,喜び,卓球の試合で第一試合に勝ったよ！
SD02-20-02J,J,J,J,N,1,1,0,SD02,20,2,/raid_zoe/home/lr/wangyi/sign/eJSL_dial/frame/SD02-20-02J,/raid_elmo/home/lr/wangyi/PTR/STUDIES-Japanese/Short_dialogue/SD02/txt/SD02-Dialogue-20.txt,男子生徒,喜び,J,卓球の試合で第一試合に勝ったよ！,講師,喜び,おめでとう！相手は、優勝候補だったでしょ？
SD02-20-03J,J,J,J,N,1,1,0,SD02,20,3,/raid_zoe/home/lr/wangyi/sign/eJSL_dial/frame/SD02-20-03J,/raid_elmo/home/lr/wangyi/PTR/STUDIES-Japanese/Short_dialogue/SD02/txt/SD02-Dialogue-20.txt,講師,喜び,J,おめでとう！相手は、優勝候補だったでしょ？,男子生徒,喜び,かなり強かったけど、なんとか勝てたよ！
SD02-21-01J,J,J,J,N,1,1,0,SD02,21,1,/raid_zoe/home/lr/wangyi/sign/eJSL_dial/frame/SD02-21-01J,/raid_elmo/home/lr/wangyi/PTR/STUDIES-Japanese/Short_dialogue/SD02/txt/SD02-Dialogue-21.txt,,,,,男子生徒,喜び,やったよ！ベストエイト進出！
SD02-21-02J,J,J,J,S,1,1,0,SD02,21,2,/raid_zoe/home/lr/wangyi/sign/eJSL_dial/frame/SD02-21-02J,/raid_elmo/home/lr/wangyi/PTR/STUDIES-Japanese/Short_dialogue/SD02/txt/SD02-Dialogue-21.txt,男子生徒,喜び,J,やったよ！ベストエイト進出！,講師,喜び,凄いね！このまま優勝しちゃうかもよ？
SD02-22-01J,J,J,J,N,1,1,0,SD02,22,1,/raid_zoe/home/lr/wangyi/sign/eJSL_dial/frame/SD02-22-01J,/raid_elmo/home/lr/wangyi/PTR/STUDIES-Japanese/Short_dialogue/SD02/txt/SD02-Dialogue-22.txt,,,,,男子生徒,喜び,コールドゲームで勝ったよ！
SD02-22-03J,J,J,J,N,1,1,0,SD02,22,3,/raid_zoe/home/lr/wangyi/sign/eJSL_dial/frame/SD02-22-03J,/raid_elmo/home/lr/wangyi/PTR/STUDIES-Japanese/Short_dialogue/SD02/txt/SD02-Dialogue-22.txt,講師,喜び,J,凄いわね！,男子生徒,喜び,チームのみんな、凄く調子が良かったんだあ！
SD02-23-01J,J,J,J,N,1,1,0,SD02,23,1,/raid_zoe/home/lr/wangyi/sign/eJSL_dial/frame/SD02-23-01J,/raid_elmo/home/lr/wangyi/PTR/STUDIES-Japanese/Short_dialogue/SD02/txt/SD02-Dialogue-23.txt,,,,,男子生徒,喜び,バスケットボールの試合で、ダンクシュートが決まったよ！
SD02-23-02J,J,J,J,S,1,1,0,SD02,23,2,/raid_zoe/home/lr/wangyi/sign/eJSL_dial/frame/SD02-23-02J,/raid_elmo/home/lr/wangyi/PTR/STUDIES-Japanese/Short_dialogue/SD02/txt/SD02-Dialogue-23.txt,男子生徒,喜び,J,バスケットボールの試合で、ダンクシュートが決まったよ！,講師,喜び,おめでとう！
SD02-23-03J,J,J,S,N,1,0,0,SD02,23,3,/raid_zoe/home/lr/wangyi/sign/eJSL_dial/frame/SD02-23-03J,/raid_elmo/home/lr/wangyi/PTR/STUDIES-Japanese/Short_dialogue/SD02/txt/SD02-Dialogue-23.txt,講師,喜び,J,おめでとう！,男子生徒,喜び,かなり練習したから、嬉しさもハンパないよ。
SD02-24-01J,J,J,J,N,1,1,0,SD02,24,1,/raid_zoe/home/lr/wangyi/sign/eJSL_dial/frame/SD02-24-01J,/raid_elmo/home/lr/wangyi/PTR/STUDIES-Japanese/Short_dialogue/SD02/txt/SD02-Dialogue-24.txt,,,,,男子生徒,喜び,先生！この前部活の試合で勝ったんだ！
SD02-24-02J,J,J,N,A,1,0,0,SD02,24,2,/raid_zoe/home/lr/wangyi/sign/eJSL_dial/frame/SD02-24-02J,/raid_elmo/home/lr/wangyi/PTR/STUDIES-Japanese/Short_dialogue/SD02/txt/SD02-Dialogue-24.txt,男子生徒,喜び,J,先生！この前部活の試合で勝ったんだ！,講師,喜び,文武両道だね！
SD02-24-03J,J,J,J,N,1,1,0,SD02,24,3,/raid_zoe/home/lr/wangyi/sign/eJSL_dial/frame/SD02-24-03J,/raid_elmo/home/lr/wangyi/PTR/STUDIES-Japanese/Short_dialogue/SD02/txt/SD02-Dialogue-24.txt,講師,喜び,J,文武両道だね！,男子生徒,喜び,そう！それを目指してる！
SD02-25-01J,J,J,J,N,1,1,0,SD02,25,1,/raid_zoe/home/lr/wangyi/sign/eJSL_dial/frame/SD02-25-01J,/raid_elmo/home/lr/wangyi/PTR/STUDIES-Japanese/Short_dialogue/SD02/txt/SD02-Dialogue-25.txt,,,,,男子生徒,喜び,先生、聞いて！僕、昨日の試合でハットトリック決めちゃった！
SD02-25-03J,J,J,N,N,1,0,0,SD02,25,3,/raid_zoe/home/lr/wangyi/sign/eJSL_dial/frame/SD02-25-03J,/raid_elmo/home/lr/wangyi/PTR/STUDIES-Japanese/Short_dialogue/SD02/txt/SD02-Dialogue-25.txt,講師,喜び,J,えーっ！すごいじゃん！メッシかロナウド並みじゃん！,男子生徒,喜び,いやぁ、それは褒めすぎだけどさ。僕って、サッカーの才能、結構あるのかな、って思っちゃうよ。
SD02-25-04J,J,J,N,N,1,0,0,SD02,25,4,/raid_zoe/home/lr/wangyi/sign/eJSL_dial/frame/SD02-25-04J,/raid_elmo/home/lr/wangyi/PTR/STUDIES-Japanese/Short_dialogue/SD02/txt/SD02-Dialogue-25.txt,男子生徒,喜び,J,いやぁ、それは褒めすぎだけどさ。僕って、サッカーの才能、結構あるのかな、って思っちゃうよ。,講師,喜び,あるある、才能ある！将来はJリーグ選手、いや、日本代表かな？今のうちに、サインもらっておいてもいい？
SD02-26-01J,J,J,J,N,1,1,0,SD02,26,1,/raid_zoe/home/lr/wangyi/sign/eJSL_dial/frame/SD02-26-01J,/raid_elmo/home/lr/wangyi/PTR/STUDIES-Japanese/Short_dialogue/SD02/txt/SD02-Dialogue-26.txt,,,,,男子生徒,喜び,マラソン大会で、3位になったよ！
SD02-26-03J,J,J,J,N,1,1,0,SD02,26,3,/raid_zoe/home/lr/wangyi/sign/eJSL_dial/frame/SD02-26-03J,/raid_elmo/home/lr/wangyi/PTR/STUDIES-Japanese/Short_dialogue/SD02/txt/SD02-Dialogue-26.txt,講師,喜び,J,おめでとう！前回は、6位だったね。,男子生徒,喜び,次回は、1位を目指すよ！
SD02-27-01J,J,J,J,N,1,1,0,SD02,27,1,/raid_zoe/home/lr/wangyi/sign/eJSL_dial/frame/SD02-27-01J,/raid_elmo/home/lr/wangyi/PTR/STUDIES-Japanese/Short_dialogue/SD02/txt/SD02-Dialogue-27.txt,,,,,男子生徒,喜び,甲子園に行けるんです！
SD02-27-03J,J,J,J,N,1,1,0,SD02,27,3,/raid_zoe/home/lr/wangyi/sign/eJSL_dial/frame/SD02-27-03J,/raid_elmo/home/lr/wangyi/PTR/STUDIES-Japanese/Short_dialogue/SD02/txt/SD02-Dialogue-27.txt,講師,喜び,J,すごい！おめでとう！,男子生徒,喜び,しかも、スタメンに選ばれているんですよ！
SD02-28-01J,J,J,J,N,1,1,0,SD02,28,1,/raid_zoe/home/lr/wangyi/sign/eJSL_dial/frame/SD02-28-01J,/raid_elmo/home/lr/wangyi/PTR/STUDIES-Japanese/Short_dialogue/SD02/txt/SD02-Dialogue-28.txt,,,,,男子生徒,喜び,先生！県予選に勝って全国大会に出場できるよ！
SD02-28-03J,J,J,J,N,1,1,0,SD02,28,3,/raid_zoe/home/lr/wangyi/sign/eJSL_dial/frame/SD02-28-03J,/raid_elmo/home/lr/wangyi/PTR/STUDIES-Japanese/Short_dialogue/SD02/txt/SD02-Dialogue-28.txt,講師,喜び,J,やったね！部活すごい頑張ってたもんね！,男子生徒,喜び,全国大会も頑張るよ！
SD02-29-01J,J,J,J,N,1,1,0,SD02,29,1,/raid_zoe/home/lr/wangyi/sign/eJSL_dial/frame/SD02-29-01J,/raid_elmo/home/lr/wangyi/PTR/STUDIES-Japanese/Short_dialogue/SD02/txt/SD02-Dialogue-29.txt,,,,,男子生徒,喜び,甲子園に行けるよ！
SD02-29-03J,J,J,J,N,1,1,0,SD02,29,3,/raid_zoe/home/lr/wangyi/sign/eJSL_dial/frame/SD02-29-03J,/raid_elmo/home/lr/wangyi/PTR/STUDIES-Japanese/Short_dialogue/SD02/txt/SD02-Dialogue-29.txt,講師,喜び,J,すごい、すごい！,男子生徒,喜び,甲子園で結果出して、スカウトマンを驚かせてやる！
SD02-30-01J,J,J,J,N,1,1,0,SD02,30,1,/raid_zoe/home/lr/wangyi/sign/eJSL_dial/frame/SD02-30-01J,/raid_elmo/home/lr/wangyi/PTR/STUDIES-Japanese/Short_dialogue/SD02/txt/SD02-Dialogue-30.txt,,,,,男子生徒,喜び,やった！やっと優勝できた！
SD02-30-03J,J,J,J,N,1,1,0,SD02,30,3,/raid_zoe/home/lr/wangyi/sign/eJSL_dial/frame/SD02-30-03J,/raid_elmo/home/lr/wangyi/PTR/STUDIES-Japanese/Short_dialogue/SD02/txt/SD02-Dialogue-30.txt,講師,喜び,J,優勝したの？おめでとう！よかったね！,男子生徒,喜び,ありがとう先生！むっちゃ嬉しいわ！
SD02-31-01J,J,J,J,N,1,1,0,SD02,31,1,/raid_zoe/home/lr/wangyi/sign/eJSL_dial/frame/SD02-31-01J,/raid_elmo/home/lr/wangyi/PTR/STUDIES-Japanese/Short_dialogue/SD02/txt/SD02-Dialogue-31.txt,,,,,男子生徒,喜び,今度の吹奏楽コンクールで、指揮者をやるんです！
SD02-31-02J,J,J,J,N,1,1,0,SD02,31,2,/raid_zoe/home/lr/wangyi/sign/eJSL_dial/frame/SD02-31-02J,/raid_elmo/home/lr/wangyi/PTR/STUDIES-Japanese/Short_dialogue/SD02/txt/SD02-Dialogue-31.txt,男子生徒,喜び,J,今度の吹奏楽コンクールで、指揮者をやるんです！,講師,喜び,すごい！指揮者なんてそうできるものじゃないわよね！
SD02-31-03J,J,J,J,N,1,1,0,SD02,31,3,/raid_zoe/home/lr/wangyi/sign/eJSL_dial/frame/SD02-31-03J,/raid_elmo/home/lr/wangyi/PTR/STUDIES-Japanese/Short_dialogue/SD02/txt/SD02-Dialogue-31.txt,講師,喜び,J,すごい！指揮者なんてそうできるものじゃないわよね！,男子生徒,喜び,みんなの演奏をリードしてきますよ！
SD02-32-01J,J,J,J,N,1,1,0,SD02,32,1,/raid_zoe/home/lr/wangyi/sign/eJSL_dial/frame/SD02-32-01J,/raid_elmo/home/lr/wangyi/PTR/STUDIES-Japanese/Short_dialogue/SD02/txt/SD02-Dialogue-32.txt,,,,,男子生徒,喜び,数学コンクールで、ついに優勝したよ!
SD02-32-03J,J,J,J,N,1,1,0,SD02,32,3,/raid_zoe/home/lr/wangyi/sign/eJSL_dial/frame/SD02-32-03J,/raid_elmo/home/lr/wangyi/PTR/STUDIES-Japanese/Short_dialogue/SD02/txt/SD02-Dialogue-32.txt,講師,喜び,J,君の目標だったもんね！おめでとう！,男子生徒,喜び,ありがとう！先生の教え方が良くて取れたんだよ。先生のおかげだよ！
SD02-33-01J,J,J,J,N,1,1,0,SD02,33,1,/raid_zoe/home/lr/wangyi/sign/eJSL_dial/frame/SD02-33-01J,/raid_elmo/home/lr/wangyi/PTR/STUDIES-Japanese/Short_dialogue/SD02/txt/SD02-Dialogue-33.txt,,,,,男子生徒,喜び,サッカー部、県大会出場が決まったんだ！
SD02-34-01J,J,J,J,N,1,1,0,SD02,34,1,/raid_zoe/home/lr/wangyi/sign/eJSL_dial/frame/SD02-34-01J,/raid_elmo/home/lr/wangyi/PTR/STUDIES-Japanese/Short_dialogue/SD02/txt/SD02-Dialogue-34.txt,,,,,男子生徒,喜び,あの強豪校に勝てたんだよ！ついに！創部以来初！
