sample_id,gold_label,telme_pred,emotrans_pred,eanwh_pred,telme_correct,emotrans_correct,eanwh_correct,sd_id,dialogue_idx,utterance_idx,frame_dir,txt_file,prev_speaker,prev_emotion_jp,prev_emotion_anjs,prev_text,curr_speaker,curr_emotion_jp,curr_text
SD02-25-04J,J,J,N,N,1,0,0,SD02,25,4,/raid_zoe/home/lr/wangyi/sign/eJSL_dial/frame/SD02-25-04J,/raid_elmo/home/lr/wangyi/PTR/STUDIES-Japanese/Short_dialogue/SD02/txt/SD02-Dialogue-25.txt,男子生徒,喜び,J,いやぁ、それは褒めすぎだけどさ。僕って、サッカーの才能、結構あるのかな、って思っちゃうよ。,講師,喜び,あるある、才能ある！将来はJリーグ選手、いや、日本代表かな？今のうちに、サインもらっておいてもいい？
SD02-28-04J,J,J,A,J,1,0,1,SD02,28,4,/raid_zoe/home/lr/wangyi/sign/eJSL_dial/frame/SD02-28-04J,/raid_elmo/home/lr/wangyi/PTR/STUDIES-Japanese/Short_dialogue/SD02/txt/SD02-Dialogue-28.txt,男子生徒,喜び,J,全国大会も頑張るよ！,講師,喜び,あなたがいれば、全国制覇も夢じゃないね！
SD02-33-02J,J,J,N,J,1,0,1,SD02,33,2,/raid_zoe/home/lr/wangyi/sign/eJSL_dial/frame/SD02-33-02J,/raid_elmo/home/lr/wangyi/PTR/STUDIES-Japanese/Short_dialogue/SD02/txt/SD02-Dialogue-33.txt,男子生徒,喜び,J,サッカー部、県大会出場が決まったんだ！,講師,喜び,へー！凄いじゃん！キャプテンなんでしょ？
SD02-34-04J,J,J,N,S,1,0,0,SD02,34,4,/raid_zoe/home/lr/wangyi/sign/eJSL_dial/frame/SD02-34-04J,/raid_elmo/home/lr/wangyi/PTR/STUDIES-Japanese/Short_dialogue/SD02/txt/SD02-Dialogue-34.txt,男子生徒,平静,N,まあ、通算1勝15敗なんだけどね。,講師,喜び,初めて勝てたことが大事じゃん。自信が持てたから、今後勝率が上がっていくんじゃない？
SD02-36-01J,J,J,N,N,1,0,0,SD02,36,1,/raid_zoe/home/lr/wangyi/sign/eJSL_dial/frame/SD02-36-01J,/raid_elmo/home/lr/wangyi/PTR/STUDIES-Japanese/Short_dialogue/SD02/txt/SD02-Dialogue-36.txt,,,,,男子生徒,喜び,この前の対抗戦、やっと勝てた。
SD02-36-02J,J,J,A,J,1,0,1,SD02,36,2,/raid_zoe/home/lr/wangyi/sign/eJSL_dial/frame/SD02-36-02J,/raid_elmo/home/lr/wangyi/PTR/STUDIES-Japanese/Short_dialogue/SD02/txt/SD02-Dialogue-36.txt,男子生徒,喜び,J,この前の対抗戦、やっと勝てた。,講師,喜び,ずっと負けが続いていたもんね！
SD02-36-03J,J,J,N,N,1,0,0,SD02,36,3,/raid_zoe/home/lr/wangyi/sign/eJSL_dial/frame/SD02-36-03J,/raid_elmo/home/lr/wangyi/PTR/STUDIES-Japanese/Short_dialogue/SD02/txt/SD02-Dialogue-36.txt,講師,喜び,J,ずっと負けが続いていたもんね！,男子生徒,喜び,そう。でも今回は気合入ってたから。
SD02-38-03J,J,J,N,N,1,0,0,SD02,38,3,/raid_zoe/home/lr/wangyi/sign/eJSL_dial/frame/SD02-38-03J,/raid_elmo/home/lr/wangyi/PTR/STUDIES-Japanese/Short_dialogue/SD02/txt/SD02-Dialogue-38.txt,講師,喜び,J,あなたがいきいきする姿を見て、私も頑張れるよ。,男子生徒,喜び,僕も頑張れますよ。
SD02-40-01J,J,J,N,N,1,0,0,SD02,40,1,/raid_zoe/home/lr/wangyi/sign/eJSL_dial/frame/SD02-40-01J,/raid_elmo/home/lr/wangyi/PTR/STUDIES-Japanese/Short_dialogue/SD02/txt/SD02-Dialogue-40.txt,,,,,男子生徒,喜び,高校に入ってから、初めて勝てたよ。
SD02-41-03J,J,J,N,N,1,0,0,SD02,41,3,/raid_zoe/home/lr/wangyi/sign/eJSL_dial/frame/SD02-41-03J,/raid_elmo/home/lr/wangyi/PTR/STUDIES-Japanese/Short_dialogue/SD02/txt/SD02-Dialogue-41.txt,講師,喜び,J,わぁ！おめでとう！頑張って練習を続けた甲斐があるね！勉強も部活も両方頑張って、本当にすごいと思うわ！感心しちゃう！,男子生徒,喜び,部活の練習で疲れちゃって、勉強の方はなかなか集中できないでいたんだけど、ここの塾で先生に教えてもらうようになって、勉強にも興味がでてきました。
SD02-42-04J,J,J,N,J,1,0,1,SD02,42,4,/raid_zoe/home/lr/wangyi/sign/eJSL_dial/frame/SD02-42-04J,/raid_elmo/home/lr/wangyi/PTR/STUDIES-Japanese/Short_dialogue/SD02/txt/SD02-Dialogue-42.txt,男子生徒,平静,N,僕たちの場合は何種目かあって、ロボットにサッカーやらせたりとか。ロボにも文系と体育会系ってあるのかもしれない。,講師,喜び,それ、面白いわね。これからどんどんロボットの需要が高くなるから、頑張っておけば将来安泰かもね！
SD02-43-02J,J,J,N,J,1,0,1,SD02,43,2,/raid_zoe/home/lr/wangyi/sign/eJSL_dial/frame/SD02-43-02J,/raid_elmo/home/lr/wangyi/PTR/STUDIES-Japanese/Short_dialogue/SD02/txt/SD02-Dialogue-43.txt,男子生徒,喜び,J,こないだ部活の選考会があって、大会で選手になれました！手ごたえなかったぶん余計に嬉しいです！,講師,喜び,水泳部だったっけ。夏これからなのに早々に日焼けしてるなと思ったら、頑張ったのねー！
SD02-45-02J,J,J,N,J,1,0,1,SD02,45,2,/raid_zoe/home/lr/wangyi/sign/eJSL_dial/frame/SD02-45-02J,/raid_elmo/home/lr/wangyi/PTR/STUDIES-Japanese/Short_dialogue/SD02/txt/SD02-Dialogue-45.txt,男子生徒,喜び,J,ついに12秒を切ったよ！,講師,喜び,人生で初めてってことでしょ？やったね！
SD02-49-03J,J,J,N,N,1,0,0,SD02,49,3,/raid_zoe/home/lr/wangyi/sign/eJSL_dial/frame/SD02-49-03J,/raid_elmo/home/lr/wangyi/PTR/STUDIES-Japanese/Short_dialogue/SD02/txt/SD02-Dialogue-49.txt,講師,喜び,J,よく頑張ったね！,男子生徒,喜び,練習の成果が出せたと思います。
SD02-53-02J,J,J,N,J,1,0,1,SD02,53,2,/raid_zoe/home/lr/wangyi/sign/eJSL_dial/frame/SD02-53-02J,/raid_elmo/home/lr/wangyi/PTR/STUDIES-Japanese/Short_dialogue/SD02/txt/SD02-Dialogue-53.txt,男子生徒,喜び,J,先生！やったぜ！,講師,喜び,その顔だと、この前の大会、いい結果出せたの？
SD02-54-03J,J,J,N,N,1,0,0,SD02,54,3,/raid_zoe/home/lr/wangyi/sign/eJSL_dial/frame/SD02-54-03J,/raid_elmo/home/lr/wangyi/PTR/STUDIES-Japanese/Short_dialogue/SD02/txt/SD02-Dialogue-54.txt,講師,喜び,J,知ってるよ！テレビ見てたもん。大活躍だったじゃない。,男子生徒,喜び,いやー、それほどでも…、あるかな。
SD02-57-03J,J,J,N,N,1,0,0,SD02,57,3,/raid_zoe/home/lr/wangyi/sign/eJSL_dial/frame/SD02-57-03J,/raid_elmo/home/lr/wangyi/PTR/STUDIES-Japanese/Short_dialogue/SD02/txt/SD02-Dialogue-57.txt,講師,喜び,J,凄いじゃない。,男子生徒,喜び,次回も、出来るかな？
SD03-21-03J,J,J,N,N,1,0,0,SD03,21,3,/raid_zoe/home/lr/wangyi/sign/eJSL_dial/frame/SD03-21-03J,/raid_elmo/home/lr/wangyi/PTR/STUDIES-Japanese/Short_dialogue/SD03/txt/SD03-Dialogue-21.txt,講師,平静,N,そうよ？それが仕事だからね！その代わり、ちゃんとしていたら内申点もアップするから。,男子生徒,喜び,そっかー。なら、ちゃんとした方が得なんだ。
SD04-06-03J,J,J,N,N,1,0,0,SD04,6,3,/raid_zoe/home/lr/wangyi/sign/eJSL_dial/frame/SD04-06-03J,/raid_elmo/home/lr/wangyi/PTR/STUDIES-Japanese/Short_dialogue/SD04/txt/SD04-Dialogue-06.txt,講師,平静,N,どうしたの？私が聞いてあげちゃうよ？,男子生徒,喜び,先生、マジ天使。うちのあの顧問とは違うわ。
SD04-11-03J,J,J,N,N,1,0,0,SD04,11,3,/raid_zoe/home/lr/wangyi/sign/eJSL_dial/frame/SD04-11-03J,/raid_elmo/home/lr/wangyi/PTR/STUDIES-Japanese/Short_dialogue/SD04/txt/SD04-Dialogue-11.txt,講師,平静,N,すごい、頑張ったね。みんなの代わりに耐えたんだね。,男子生徒,喜び,まあ、俺しかいないっしょ。あいつからの激昂に耐えられるの。
SD04-15-04N,N,N,A,N,1,0,1,SD04,15,4,/raid_zoe/home/lr/wangyi/sign/eJSL_dial/frame/SD04-15-04N,/raid_elmo/home/lr/wangyi/PTR/STUDIES-Japanese/Short_dialogue/SD04/txt/SD04-Dialogue-15.txt,男子生徒,怒り,A,そう。顧問の野郎、「1年に余計な練習させるな！」だって。こっちはずっとやってきたのに。,講師,平静,なるほど。顧問はきっと人を見て判断したのだと思う。つまり、「できない人には無理させるな！」ってこと。さあ！頑張っていこう！できる人！
SD04-20-03J,J,J,N,N,1,0,0,SD04,20,3,/raid_zoe/home/lr/wangyi/sign/eJSL_dial/frame/SD04-20-03J,/raid_elmo/home/lr/wangyi/PTR/STUDIES-Japanese/Short_dialogue/SD04/txt/SD04-Dialogue-20.txt,講師,平静,N,そんなことないわ。伸びしろがあるから注意されたんだよ。,男子生徒,喜び,そうなの？俺に？
SD04-22-03J,J,J,A,N,1,0,0,SD04,22,3,/raid_zoe/home/lr/wangyi/sign/eJSL_dial/frame/SD04-22-03J,/raid_elmo/home/lr/wangyi/PTR/STUDIES-Japanese/Short_dialogue/SD04/txt/SD04-Dialogue-22.txt,講師,平静,N,気にしないのも手。反省したいなら、反省して改心するのもよし。,男子生徒,喜び,じゃあ気にしない！
SD05-37-03J,J,J,N,N,1,0,0,SD05,37,3,/raid_zoe/home/lr/wangyi/sign/eJSL_dial/frame/SD05-37-03J,/raid_elmo/home/lr/wangyi/PTR/STUDIES-Japanese/Short_dialogue/SD05/txt/SD05-Dialogue-37.txt,講師,平静,N,そうかなあ？前のテストに比べて間違いの内容はいいから、そんなに落ち込む必要はないと思うな。,男子生徒,喜び,ほんとに？今度は点数につながるように、頑張ってみるよ。
SD07-02-02J,J,J,N,N,1,0,0,SD07,2,2,/raid_zoe/home/lr/wangyi/sign/eJSL_dial/frame/SD07-02-02J,/raid_elmo/home/lr/wangyi/PTR/STUDIES-Japanese/Short_dialogue/SD07/txt/SD07-Dialogue-02.txt,女子生徒,喜び,J,ちょー、嬉しい！こんなにいい点数取れたなんて。,講師,喜び,勉強、頑張っていたもんね！
SD07-03-02J,J,J,N,N,1,0,0,SD07,3,2,/raid_zoe/home/lr/wangyi/sign/eJSL_dial/frame/SD07-03-02J,/raid_elmo/home/lr/wangyi/PTR/STUDIES-Japanese/Short_dialogue/SD07/txt/SD07-Dialogue-03.txt,女子生徒,喜び,J,自分でもびっくりしちゃったんだけど、英語が100点だったの！,講師,喜び,え！凄いじゃん！手ごたえあったんじゃない？
SD07-03-03J,J,J,N,J,1,0,1,SD07,3,3,/raid_zoe/home/lr/wangyi/sign/eJSL_dial/frame/SD07-03-03J,/raid_elmo/home/lr/wangyi/PTR/STUDIES-Japanese/Short_dialogue/SD07/txt/SD07-Dialogue-03.txt,講師,喜び,J,え！凄いじゃん！手ごたえあったんじゃない？,女子生徒,喜び,そんなでもなかったけど、なんか合ってたみたい。
SD07-09-01J,J,J,N,J,1,0,1,SD07,9,1,/raid_zoe/home/lr/wangyi/sign/eJSL_dial/frame/SD07-09-01J,/raid_elmo/home/lr/wangyi/PTR/STUDIES-Japanese/Short_dialogue/SD07/txt/SD07-Dialogue-09.txt,,,,,女子生徒,喜び,ねえ先生。私、結構頑張ったでしょ！
SD07-12-01J,J,J,N,N,1,0,0,SD07,12,1,/raid_zoe/home/lr/wangyi/sign/eJSL_dial/frame/SD07-12-01J,/raid_elmo/home/lr/wangyi/PTR/STUDIES-Japanese/Short_dialogue/SD07/txt/SD07-Dialogue-12.txt,,,,,女子生徒,喜び,テスト結果、自分的にはまずまずでした。
SD07-14-01J,J,J,N,J,1,0,1,SD07,14,1,/raid_zoe/home/lr/wangyi/sign/eJSL_dial/frame/SD07-14-01J,/raid_elmo/home/lr/wangyi/PTR/STUDIES-Japanese/Short_dialogue/SD07/txt/SD07-Dialogue-14.txt,,,,,女子生徒,喜び,先生、なんでニヤニヤしてるかわかる？
SD07-15-01J,J,J,N,J,1,0,1,SD07,15,1,/raid_zoe/home/lr/wangyi/sign/eJSL_dial/frame/SD07-15-01J,/raid_elmo/home/lr/wangyi/PTR/STUDIES-Japanese/Short_dialogue/SD07/txt/SD07-Dialogue-15.txt,,,,,女子生徒,喜び,今日の星座占いの1位は、おとめ座でした！私はおとめ座ですよ？
SD07-17-04J,J,J,N,N,1,0,0,SD07,17,4,/raid_zoe/home/lr/wangyi/sign/eJSL_dial/frame/SD07-17-04J,/raid_elmo/home/lr/wangyi/PTR/STUDIES-Japanese/Short_dialogue/SD07/txt/SD07-Dialogue-17.txt,女子生徒,喜び,J,ありがとうございます！また、努力して頑張ります！,講師,喜び,無理しないで頑張ってね！
SD07-19-03J,J,J,N,J,1,0,1,SD07,19,3,/raid_zoe/home/lr/wangyi/sign/eJSL_dial/frame/SD07-19-03J,/raid_elmo/home/lr/wangyi/PTR/STUDIES-Japanese/Short_dialogue/SD07/txt/SD07-Dialogue-19.txt,講師,平静,N,ん？なんのこと？,女子生徒,喜び,中間テストのことだよ。ほら！
SD07-22-03J,J,J,N,S,1,0,0,SD07,22,3,/raid_zoe/home/lr/wangyi/sign/eJSL_dial/frame/SD07-22-03J,/raid_elmo/home/lr/wangyi/PTR/STUDIES-Japanese/Short_dialogue/SD07/txt/SD07-Dialogue-22.txt,講師,喜び,J,本当に？すごいじゃん！勉強頑張ってたもんね！,女子生徒,喜び,うん！先生に教わったところも、バッチリ出たし、問題見た瞬間、思わずガッツポーズしちゃったよ。
SD07-23-01J,J,J,N,N,1,0,0,SD07,23,1,/raid_zoe/home/lr/wangyi/sign/eJSL_dial/frame/SD07-23-01J,/raid_elmo/home/lr/wangyi/PTR/STUDIES-Japanese/Short_dialogue/SD07/txt/SD07-Dialogue-23.txt,,,,,女子生徒,喜び,英語が苦手だったけど、少しずつ点数上がって来たよ！
SD07-24-04J,J,J,N,N,1,0,0,SD07,24,4,/raid_zoe/home/lr/wangyi/sign/eJSL_dial/frame/SD07-24-04J,/raid_elmo/home/lr/wangyi/PTR/STUDIES-Japanese/Short_dialogue/SD07/txt/SD07-Dialogue-24.txt,女子生徒,喜び,J,これも、先生が教えてくれたからですかねー！,講師,喜び,こらこら、私を褒めても何も出ないよ？それに、本人の努力があってこそでしょ？
SD07-25-01J,J,J,N,J,1,0,1,SD07,25,1,/raid_zoe/home/lr/wangyi/sign/eJSL_dial/frame/SD07-25-01J,/raid_elmo/home/lr/wangyi/PTR/STUDIES-Japanese/Short_dialogue/SD07/txt/SD07-Dialogue-25.txt,,,,,女子生徒,喜び,なんと、国語で90点取っちゃいましたー！
SD07-25-02J,J,J,N,N,1,0,0,SD07,25,2,/raid_zoe/home/lr/wangyi/sign/eJSL_dial/frame/SD07-25-02J,/raid_elmo/home/lr/wangyi/PTR/STUDIES-Japanese/Short_dialogue/SD07/txt/SD07-Dialogue-25.txt,女子生徒,喜び,J,なんと、国語で90点取っちゃいましたー！,講師,喜び,そんなに取れたの？
SD07-25-04J,J,J,N,N,1,0,0,SD07,25,4,/raid_zoe/home/lr/wangyi/sign/eJSL_dial/frame/SD07-25-04J,/raid_elmo/home/lr/wangyi/PTR/STUDIES-Japanese/Short_dialogue/SD07/txt/SD07-Dialogue-25.txt,女子生徒,喜び,J,まあ、私なら、こんなの普通でしょ！,講師,喜び,才能を隠してたのかあ。隠す必要ないんだけどね？
SD07-29-03J,J,J,N,J,1,0,1,SD07,29,3,/raid_zoe/home/lr/wangyi/sign/eJSL_dial/frame/SD07-29-03J,/raid_elmo/home/lr/wangyi/PTR/STUDIES-Japanese/Short_dialogue/SD07/txt/SD07-Dialogue-29.txt,講師,喜び,J,すごいね！よく頑張った！日頃の努力の賜物だね！,女子生徒,喜び,まぐれかもしれませんが、自信がついてきました。
SD07-31-03J,J,J,N,J,1,0,1,SD07,31,3,/raid_zoe/home/lr/wangyi/sign/eJSL_dial/frame/SD07-31-03J,/raid_elmo/home/lr/wangyi/PTR/STUDIES-Japanese/Short_dialogue/SD07/txt/SD07-Dialogue-31.txt,講師,喜び,J,何？やけにうれしそうじゃん。,女子生徒,喜び,わかる？見て見て！
SD07-33-02J,J,J,N,N,1,0,0,SD07,33,2,/raid_zoe/home/lr/wangyi/sign/eJSL_dial/frame/SD07-33-02J,/raid_elmo/home/lr/wangyi/PTR/STUDIES-Japanese/Short_dialogue/SD07/txt/SD07-Dialogue-33.txt,女子生徒,喜び,J,いい点数が取れて、ほっとしました！,講師,喜び,頑張って勉強したかいがあったね！
SD07-39-01J,J,J,N,J,1,0,1,SD07,39,1,/raid_zoe/home/lr/wangyi/sign/eJSL_dial/frame/SD07-39-01J,/raid_elmo/home/lr/wangyi/PTR/STUDIES-Japanese/Short_dialogue/SD07/txt/SD07-Dialogue-39.txt,,,,,女子生徒,喜び,私、ご機嫌なの。わかる？
SD07-42-03J,J,J,N,J,1,0,1,SD07,42,3,/raid_zoe/home/lr/wangyi/sign/eJSL_dial/frame/SD07-42-03J,/raid_elmo/home/lr/wangyi/PTR/STUDIES-Japanese/Short_dialogue/SD07/txt/SD07-Dialogue-42.txt,講師,喜び,J,ほんとに？やったじゃーん！でも、私のおかげじゃ無くて、あなたが頑張ってたからだよ。,女子生徒,喜び,そうかなぁ…？そうかもね！
SD07-45-04J,J,J,N,N,1,0,0,SD07,45,4,/raid_zoe/home/lr/wangyi/sign/eJSL_dial/frame/SD07-45-04J,/raid_elmo/home/lr/wangyi/PTR/STUDIES-Japanese/Short_dialogue/SD07/txt/SD07-Dialogue-45.txt,女子生徒,喜び,J,なんか調子よかったみたい。,講師,喜び,実力、実力！たまたまでそんな順位取れないから、力が付いた証拠だよ。
SD07-48-03J,J,J,N,J,1,0,1,SD07,48,3,/raid_zoe/home/lr/wangyi/sign/eJSL_dial/frame/SD07-48-03J,/raid_elmo/home/lr/wangyi/PTR/STUDIES-Japanese/Short_dialogue/SD07/txt/SD07-Dialogue-48.txt,講師,喜び,J,答案見た限りでは、しっかり実力でてるわよ！ここのところ頑張ってたみたいだったもんね！,女子生徒,喜び,結果が良かったら、自分へのご褒美で、欲しい物買う！って決めてたんです。
SD07-49-02J,J,J,N,N,1,0,0,SD07,49,2,/raid_zoe/home/lr/wangyi/sign/eJSL_dial/frame/SD07-49-02J,/raid_elmo/home/lr/wangyi/PTR/STUDIES-Japanese/Short_dialogue/SD07/txt/SD07-Dialogue-49.txt,女子生徒,喜び,J,ねぇ先生、見てこれ！うち、すごくない？,講師,喜び,お、98点とかすごいね！1問どこでやられたの？
SD07-51-03J,J,J,N,J,1,0,1,SD07,51,3,/raid_zoe/home/lr/wangyi/sign/eJSL_dial/frame/SD07-51-03J,/raid_elmo/home/lr/wangyi/PTR/STUDIES-Japanese/Short_dialogue/SD07/txt/SD07-Dialogue-51.txt,講師,喜び,J,おめでとう！よく頑張ったね！,女子生徒,喜び,もう国語なんて余裕だしー。
SD07-53-02J,J,J,N,N,1,0,0,SD07,53,2,/raid_zoe/home/lr/wangyi/sign/eJSL_dial/frame/SD07-53-02J,/raid_elmo/home/lr/wangyi/PTR/STUDIES-Japanese/Short_dialogue/SD07/txt/SD07-Dialogue-53.txt,女子生徒,喜び,J,地理のテスト、めちゃくちゃ良かったよ！先生！,講師,喜び,ほんと？何点だったの？
SD07-53-03J,J,J,N,J,1,0,1,SD07,53,3,/raid_zoe/home/lr/wangyi/sign/eJSL_dial/frame/SD07-53-03J,/raid_elmo/home/lr/wangyi/PTR/STUDIES-Japanese/Short_dialogue/SD07/txt/SD07-Dialogue-53.txt,講師,喜び,J,ほんと？何点だったの？,女子生徒,喜び,それがね、なんと、95点でした！
SD07-57-03J,J,J,N,J,1,0,1,SD07,57,3,/raid_zoe/home/lr/wangyi/sign/eJSL_dial/frame/SD07-57-03J,/raid_elmo/home/lr/wangyi/PTR/STUDIES-Japanese/Short_dialogue/SD07/txt/SD07-Dialogue-57.txt,講師,喜び,J,結構難しい内容だったのに、よくがんばったよね！,女子生徒,喜び,ここで、わかりやすく教えてもらってるからね！いつもありがとうございます！
SD09-09-04J,J,J,N,N,1,0,0,SD09,9,4,/raid_zoe/home/lr/wangyi/sign/eJSL_dial/frame/SD09-09-04J,/raid_elmo/home/lr/wangyi/PTR/STUDIES-Japanese/Short_dialogue/SD09/txt/SD09-Dialogue-09.txt,女子生徒,悲しみ,S,ちょっと、おしゃれしたいと思っただけなのに。,講師,喜び,今は規則で我慢しないといけない事もあるかもしれないけど、大人になったら、目一杯おしゃれを楽しめばいいんじゃない？
SD09-13-03N,N,N,A,N,1,0,1,SD09,13,3,/raid_zoe/home/lr/wangyi/sign/eJSL_dial/frame/SD09-13-03N,/raid_elmo/home/lr/wangyi/PTR/STUDIES-Japanese/Short_dialogue/SD09/txt/SD09-Dialogue-13.txt,講師,平静,N,SNS？動画を配信したり、つぶやいたりとか？,女子生徒,平静,それで広告料を稼いで、文句を言われるって、意味わかんない！
SD10-14-03J,J,J,N,J,1,0,1,SD10,14,3,/raid_zoe/home/lr/wangyi/sign/eJSL_dial/frame/SD10-14-03J,/raid_elmo/home/lr/wangyi/PTR/STUDIES-Japanese/Short_dialogue/SD10/txt/SD10-Dialogue-14.txt,講師,平静,N,試合は勝ったの？,女子生徒,喜び,はい。なんとか。私、ブロックは得意なので、結構決めました。
SD12-29-03J,J,J,A,J,1,0,1,SD12,29,3,/raid_zoe/home/lr/wangyi/sign/eJSL_dial/frame/SD12-29-03J,/raid_elmo/home/lr/wangyi/PTR/STUDIES-Japanese/Short_dialogue/SD12/txt/SD12-Dialogue-29.txt,講師,平静,N,自分が納得いってたら、それが一番だよ。,女子生徒,喜び,はい！やり切りました！
